accession	domain	phylum	class	order	family	genus	species
GB_GCA_035326365.1	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	OLB9	OLB9 sp035326365
GB_GCA_024401055.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Alloprevotella	Alloprevotella sp024401055
GB_GCA_036010205.1	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Cellulomonadaceae	Promicromonospora	Promicromonospora sp036010205
GB_GCA_902618175.1	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Opitutales	MB11C04	MB11C04	MB11C04 sp902618175
GB_GCA_947493285.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	Tenacibaculum sp947493285
GB_GCA_937915755.1	Bacteria	Synergistota	Synergistia	Synergistales	Aminobacteriaceae	JAFUXM01	JAFUXM01 sp937915755
RS_GCF_014641555.1	Bacteria	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Pristimantibacillus	Pristimantibacillus radicis
GB_GCA_903889735.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Methylibium	Methylibium sp903889735
GB_GCA_947629465.1	Bacteria	Bacillota	Bacilli	RF39	UBA660	SIG200	SIG200 sp947629465
RS_GCF_003818135.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Buttiauxella	Buttiauxella warmboldiae
RS_GCF_000379425.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium lubricantis
RS_GCF_040296285.1	Bacteria	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Kitasatospora	Kitasatospora sp040296285
RS_GCF_024707545.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium	Mesorhizobium onobrychidis
GB_GCA_024644405.1	Bacteria	Nitrospinota	Nitrospinia	Nitrospinales	Nitrospinaceae	SZUA-226	SZUA-226 sp024644405
GB_GCA_025980765.1	Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Gp1-AA112	Gp1-AA112	Gp1-AA112 sp025980765
GB_GCA_025352795.1	Bacteria	Acidobacteriota	Terriglobia	Bryobacterales	Bryobacteraceae	JANXSF01	JANXSF01 sp025352795
GB_GCA_031410255.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium sp031410255
GB_GCA_038101125.1	Bacteria	Pseudomonadota	Gammaproteobacteria	GCA-002705445	GCA-002716945	GCA-2698665	GCA-2698665 sp038101125
GB_GCA_902617805.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Pelagibacter	Pelagibacter sp902617805
GB_GCA_963607615.1	Bacteria	Bacillota	Bacilli	RF39	UBA660	UBA5578	UBA5578 sp963607615
GB_GCA_963577225.1	Bacteria	Chloroflexota	Dehalococcoidia	Bin125	Bin125	JAPUIR01	JAPUIR01 sp963577225
GB_GCA_040383265.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Aestuariivirgaceae	Aestuariivirga	Aestuariivirga sp040383265
RS_GCF_935822925.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium	Mesorhizobium ventifaucium
GB_GCA_041234785.1	Bacteria	Actinomycetota	Acidimicrobiia	Actinomarinales	Actinomarinaceae	Actinomarina	Actinomarina sp041234785
GB_GCA_013140975.1	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Vicinibacter	Vicinibacter sp013140975
RS_GCF_029961155.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Balneatricaceae	Pontibacterium	Pontibacterium granulatum
GB_GCA_900101265.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Telluria	Telluria sp900101265
GB_GCA_937922595.1	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	DEV007	CALAIY01	CALAIY01 sp937922595
GB_GCA_030602265.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	UBA1413	UBA1413 sp030602265
GB_GCA_002401105.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	GCA-002401385	GCA-002401385 sp002401105
RS_GCF_002156385.1	Bacteria	Bacillota	Bacilli	Bacillales_H	Bacillaceae_D	Halalkalibacter_A	Halalkalibacter_A urbisdiaboli
GB_GCA_947374125.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	CAIUPE01	CAIUPE01 sp947374125
GB_GCA_035290185.1	Bacteria	Patescibacteriota	Patescibacteriia	UBA9934	GWF2-40-263	UBA10014	UBA10014 sp035290185
GB_GCA_016882305.1	Bacteria	Cyanobacteriota	Cyanobacteriia	PCC-6307	Cyanobiaceae	Cyanobium	Cyanobium sp016882305
GB_GCA_035642635.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	BOG-931	BOG-931 sp035642635
GB_GCA_035634055.1	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	JAICTV01	JAICTV01 sp035634055
GB_GCA_017524845.1	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	UBA1774	UBA1774 sp017524845
GB_GCA_036516115.1	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Micrococcaceae	Yaniella	Yaniella sp036516115
GB_GCA_034003925.1	Bacteria	Patescibacteriota	Minisyncoccia	Moranbacterales	UBA9337	UBA9337	UBA9337 sp034003925
RS_GCF_000445185.1	Bacteria	Bacillota	Thermoanaerobacteria	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	Thermoanaerobacter sp000445185
GB_GCA_036309445.1	Bacteria	Bacillota	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcoides	Ruminococcoides sp036309445
GB_GCA_012031215.1	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	JAAUUB01	JAAUUB01 sp012031215
GB_GCA_947165085.1	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Faecousia	Faecousia sp947165085
GB_GCA_036562765.1	Bacteria	Bacillota	Clostridia	Tissierellales	Tissierellaceae	JAAYFT01	JAAYFT01 sp036562765
GB_GCA_963524145.1	Bacteria	Patescibacteriota	Saccharimonadia	Saccharimonadales	Nanosynbacteraceae	Nanosynbacter	Nanosynbacter sp963524145
GB_GCA_038040175.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	JACQAP01	JACQAP01	JACQAP01 sp038040175
RS_GCF_040544635.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax paradoxus_R
RS_GCF_963677715.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp963677715
GB_GCA_019136785.1	Bacteria	Chloroflexota	Anaerolineae	Promineifilales	Promineifilaceae	JAGVTM01	JAGVTM01 sp019136785
GB_GCA_946477855.1	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sp946477855
GB_GCA_029001845.1	Bacteria	Nitrospirota	Thermodesulfovibrionia	Thermodesulfovibrionales	Magnetobacteriaceae	Magnetocorallium	Magnetocorallium paracelense
GB_GCA_009699915.1	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	F1-60-MAGs163	F1-60-MAGs163 sp009699915
GB_GCA_035698665.1	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	JAIBJP01	JAIBJP01 sp035698665
GB_GCA_026418625.1	Bacteria	Bacteroidota_A	Kapaibacteriia	Kapaibacteriales	UBA2268	CALHRB01	CALHRB01 sp026418625
GB_GCA_035476755.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Ramlibacter	Ramlibacter sp035476755
GB_GCA_040902605.1	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Lacipirellulaceae	JABDGM01	JABDGM01 sp040902605
GB_GCA_018064305.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Equibacterium	Equibacterium intestinale
GB_GCA_020723185.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Gallionellaceae	Sideroxyarcus	Sideroxyarcus lithotrophicus_A
GB_GCA_008015505.1	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Daejeonella	Daejeonella sp008015505
RS_GCF_022808675.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA7332	UBA7332	UBA7332 sp022808675
GB_GCA_035692045.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	Pseudolabrys sp035692045
GB_GCA_036848195.1	Bacteria	Bacteroidota_A	UBA10030	UBA10030	UBA6906	DAIUKN01	DAIUKN01 sp036848195
GB_GCA_019638385.1	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	UBA2329	UBA2329 sp019638385
GB_GCA_029242705.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae	UBA9145	UBA9145 sp029242705
RS_GCF_030817595.1	Bacteria	Bacillota	Bacilli	Bacillales_B	DSM-18226	Neobacillus	Neobacillus niacini_G
GB_GCA_035604795.1	Bacteria	Acidobacteriota	Terriglobia	Acidiferrales	UBA7541	DASTCZ01	DASTCZ01 sp035604795
GB_GCA_031406385.1	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	JANYDT01	JANLQX01	JANLQX01 sp031406385
GB_GCA_020247395.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Usitatibacteraceae	UKL13-2	UKL13-2 sp020247395
GB_GCA_036005605.1	Bacteria	Actinomycetota	Acidimicrobiia	IMCC26256	JACDBD01	JALZAA01	JALZAA01 sp036005605
GB_GCA_013812065.1	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Thermoleophilaceae	JACCUC01	JACCUC01 sp013812065
GB_GCA_003565945.1	Bacteria	Omnitrophota	Koll11	Duberdicusellales	4484-171	PXAH01	PXAH01 sp003565945
GB_GCA_018780365.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Acidovorax	Acidovorax sp018780365
GB_GCA_035298445.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp035298445
RS_GCF_001519055.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium sp001519055
GB_GCA_016866495.1	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	RGXB01	RGXB01	RGXB01 sp016866495
RS_GCF_034433535.1	Bacteria	Chloroflexota	Dehalococcoidia	Tepidiformales	Tepidiformaceae	Tepidiforma	Tepidiforma sp034433535
GB_GCA_018710985.1	Bacteria	Bacillota	Clostridia	Christensenellales	Aristaeellaceae	Limiplasma	Limiplasma pullicola
GB_GCA_021372185.1	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	FEN-1388	SZAS-7	SZAS-7 sp021372185
GB_GCA_017960985.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Physcousia	Physcousia sp017960985
GB_GCA_002748575.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Ketobacteraceae	GCA-2748575	GCA-2748575 sp002748575
RS_GCF_000155595.1	Bacteria	Cyanobacteriota	Cyanobacteriia	Phormidesmidales	Phormidesmidaceae	Phormidesmis	Phormidesmis sp000155595
GB_GCA_902791695.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	P3	Colimorpha	Colimorpha sp902791695
GB_GCA_017397205.1	Bacteria	Bacillota	Clostridia	Oscillospirales	CAG-272	UBA1740	UBA1740 sp017397205
RS_GCF_035963215.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Micromonosporaceae	Dactylosporangium	Dactylosporangium sp035963215
GB_GCA_017403285.1	Bacteria	Cyanobacteriota	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	Avigastranaerophilus	Avigastranaerophilus sp017403285
GB_GCA_028688815.1	Bacteria	WOR-3	UBA3073	JACQXS01	JAQTXJ01	JAQTXJ01	JAQTXJ01 sp028688815
GB_GCA_017472365.1	Bacteria	Bacillota	Clostridia	Peptostreptococcales	Anaerovoracaceae	RGIG446	RGIG446 sp017472365
GB_GCA_945879015.1	Bacteria	Bacteroidota	Bacteroidia	2-12-FULL-35-15	2-12-FULL-35-15	2-12-FULL-35-15	2-12-FULL-35-15 sp945879015
GB_GCA_038205995.1	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Fen-1231	Fen-1231 sp038205995
GB_GCA_025060085.1	Bacteria	Patescibacteriota	Minisyncoccia	UBA6257	HR35	JANXCM01	JANXCM01 sp025060085
GB_GCA_947504725.1	Bacteria	Bacteroidota	Bacteroidia	2-12-FULL-35-15	2-12-FULL-35-15	2-12-FULL-35-15	2-12-FULL-35-15 sp947504725
GB_GCA_036375135.1	Bacteria	Acidobacteriota	Thermoanaerobaculia	Gp7-AA8	Gp7-AA8	QHVT01	QHVT01 sp036375135
GB_GCA_009784825.1	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Ruminiclostridium_E	Ruminiclostridium_E sp009784825
RS_GCF_900168045.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Salegentibacter	Salegentibacter holothuriorum
GB_GCA_017353855.1	Bacteria	Pseudomonadota	Alphaproteobacteria	ATCC43930	CGMCC-115725	AP-15	AP-15 sp017353855
GB_GCA_035461765.1	Bacteria	Gemmatimonadota	Gemmatimonadetes	Longimicrobiales	RSA9	SH-MAG3	SH-MAG3 sp035461765
GB_GCA_016282955.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Colicola	Colicola sp016282955
GB_GCA_019429465.1	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	UBA2270	UBA2270 sp019429465
GB_GCA_016876035.1	Bacteria	Chloroflexota	Dehalococcoidia	RBG-13-53-26	RBG-13-53-26	VGOE01	VGOE01 sp016876035
RS_GCF_016082275.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Variovorax	Variovorax sp016082275
RS_GCF_000333275.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Azospirillales	Azospirillaceae	Nitrospirillum	Nitrospirillum sp000333275
RS_GCF_010671925.1	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Coleofasciculaceae	Moorena	Moorena sp010671925
GB_GCA_016744415.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Urechidicola	Urechidicola sp016744415
GB_GCA_034002665.1	Bacteria	Nitrospirota	Thermodesulfovibrionia	Thermodesulfovibrionales	Dissulfurispiraceae	JAFGXL01	JAFGXL01 sp034002665
GB_GCA_041552775.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Allopontixanthobacter	Allopontixanthobacter sp041552775
GB_GCA_023267195.1	Bacteria	Patescibacteriota	Minisyncoccia	UBA9973	UBA9973	UBA9973	UBA9973 sp023267195
GB_GCA_012267605.1	Bacteria	Pseudomonadota	Alphaproteobacteria	JAAXGF01	JAAXGF01	JAAXGF01	JAAXGF01 sp012267605
GB_GCA_021791395.1	Bacteria	Patescibacteriota	Minisyncoccia	UBA6257	GWB1-50-10	JAKAHT01	JAKAHT01 sp021791395
GB_GCA_041666155.1	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Breznakiellaceae	SZUA-426	SZUA-426 sp041666155
GB_GCA_036521795.1	Bacteria	Acidobacteriota	Thermoanaerobaculia	Multivoradales	UBA5704	JASLEW01	JASLEW01 sp036521795
GB_GCA_016199405.1	Bacteria	Chloroflexota	Anaerolineae	UBA4142	UBA4142	JACQGS01	JACQGS01 sp016199405
GB_GCA_039029655.1	Bacteria	Pseudomonadota	Gammaproteobacteria	JBCCFQ01	JBCCFQ01	JBCCFQ01	JBCCFQ01 sp039029655
GB_GCA_036833175.1	Bacteria	Chloroflexota	Dormibacteria	Dormibacterales	Dormibacteraceae	Palsa-870	Palsa-870 sp036833175
RS_GCF_032907665.1	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Dermatophilaceae	Intrasporangium	Intrasporangium sp032907665
GB_GCA_937773775.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp937773775
GB_GCA_937924495.1	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	JAGQWW01	JAGQWW01 sp937924495
RS_GCF_011393025.1	Bacteria	Bacillota	Bacilli	Bacillales_B	DSM-18226	Neobacillus_A	Neobacillus_A terrae
GB_GCA_017630215.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp017630215
GB_GCA_022072125.1	Bacteria	Myxococcota	JAJVIH01	JAJVIH01	JAJVIH01	JAJVIH01	JAJVIH01 sp022072125
GB_GCA_022448925.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	JAKVCP01	JAKVCP01 sp022448925
GB_GCA_014534425.1	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	JACVRN01	JACVRN01 sp014534425
GB_GCA_017460265.1	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	UBA1367	UBA1367 sp017460265
GB_GCA_039810585.1	Bacteria	Bacteroidota_A	Kapaibacteriia	Kapaibacteriales	NICIL-2	JBBATK01	JBBATK01 sp039810585
GB_GCA_031289515.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerella	Tannerella sp031289515
GB_GCA_015068495.1	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Faecousia	Faecousia sp015068495
GB_GCA_017398765.1	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia sp017398765
GB_GCA_016871055.1	Bacteria	Acidobacteriota	Terriglobia	Bryobacterales	Bryobacteraceae	Ga0077553	Ga0077553 sp016871055
GB_GCA_003175985.1	Bacteria	Acidobacteriota	Terriglobia	Bryobacterales	Bryobacteraceae	PSRJ01	PSRJ01 sp003175985
GB_GCA_947630605.1	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	Gallimonas	Gallimonas sp947630605
GB_GCA_038057695.1	Bacteria	Patescibacteriota	Minisyncoccia	UBA9973	UBA10002	UBA10002	UBA10002 sp038057695
GB_GCA_017530725.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	Cryptobacteroides	Cryptobacteroides sp017530725
RS_GCF_001493375.1	Bacteria	Actinomycetota	Actinomycetes	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces specialis
GB_GCA_014730345.1	Bacteria	Zixibacteria	MSB-5A5	UM-FILTER-46-8	UM-FILTER-46-8	WJIJ01	WJIJ01 sp014730345
GB_GCA_036274235.1	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	SCN-69-37	DASUGC01	DASUGC01 sp036274235
RS_GCF_033807535.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Aeromonadaceae	Oceanimonas	Oceanimonas sp033807535
GB_GCA_945882095.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	UBA952	UBA952 sp945882095
RS_GCF_011320115.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Croceibacterium	Croceibacterium segetis
GB_GCA_035341435.1	Bacteria	Desulfobacterota	Syntrophia	Syntrophales	Smithellaceae	MVRV01	MVRV01 sp035341435
GB_GCA_027623845.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Thalassobaculales	Thalassobaculaceae	JADHLJ01	JADHLJ01 sp027623845
GB_GCA_035457445.1	Bacteria	Patescibacteriota	Minisyncoccia	UBA9973	UBA9973	DATIBQ01	DATIBQ01 sp035457445
RS_GCF_033100135.1	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Opitutales	Cerasicoccaceae	Rubellicoccus	Rubellicoccus peritrichatus
GB_GCA_902793515.1	Bacteria	Bacillota	Bacilli	RFN20	CAG-826	UBA4951	UBA4951 sp902793515
GB_GCA_030683005.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter sp030683005
GB_GCA_033764195.1	Bacteria	Planctomycetota	Phycisphaerae	UBA1845	Fen-1342	JALHOX01	JALHOX01 sp033764195
GB_GCA_017442225.1	Bacteria	Bacillota	Clostridia	Oscillospirales	Acutalibacteraceae	UBA737	UBA737 sp017442225
RS_GCF_015350905.1	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Microbacteriaceae	Curtobacterium	Curtobacterium sp015350905
GB_GCA_027054335.1	Bacteria	Chloroflexota	Anaerolineae	Promineifilales	Promineifilaceae	JAJRTP01	JAJRTP01 sp027054335
GB_GCA_016933675.1	Bacteria	Desulfobacterota	Anaeroferrophillalia	Anaeroferrophillales	Anaeroferrophillaceae	JAFGAM01	JAFGAM01 sp016933675
GB_GCA_024102725.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Nitrococcales	Nitrococcaceae	Nitrococcus	Nitrococcus mobilis_A
RS_GCF_002943565.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Parvularculaceae	Hyphococcus	Hyphococcus flavus_A
GB_GCA_036003485.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SG8-41	PALSA-1004	PALSA-1004 sp036003485
GB_GCA_002428285.1	Bacteria	Patescibacteriota	Microgenomatia	UBA12405	UBA6130	UBA6130	UBA6130 sp002428285
GB_GCA_963597965.1	Bacteria	Bacillota	Negativicutes	Veillonellales	Dialisteraceae	Dialister	Dialister sp963597965
GB_GCA_037141475.1	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Akkermansiaceae	Luteolibacter	Luteolibacter sp037141475
GB_GCA_001797035.1	Bacteria	Chloroflexota	Limnocylindria	Limnocylindrales	CSP1-4	CAIXZV01	CAIXZV01 sp001797035
GB_GCA_026396115.1	Bacteria	Patescibacteriota	Minisyncoccia	Minisyncoccales	RBG-13-42-11	JAPLXL01	JAPLXL01 sp026396115
RS_GCF_037722385.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	Agrobacterium larrymoorei_C
GB_GCA_040006415.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter	Rhodanobacter sp040006415
GB_GCA_035249175.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	66-474	66-474 sp035249175
RS_GCF_036379515.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Castellaniella	Castellaniella sp036379515
GB_GCA_036500145.1	Bacteria	Pseudomonadota	Alphaproteobacteria	SMXQ01	SMXQ01	CAMAVH01	CAMAVH01 sp036500145
GB_GCA_021780075.1	Bacteria	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Occallatibacter	Occallatibacter sp021780075
GB_GCA_005882415.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Allosphingosinicella	Allosphingosinicella sp005882415
GB_GCA_035296445.1	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	JAIVJZ01	JAIVJZ01 sp035296445
RS_GCF_037023735.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseovarius	Roseovarius sp037023735
GB_GCA_017626055.1	Bacteria	Cyanobacteriota	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	Zag111	Zag111 sp017626055
RS_GCF_039904985.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Methylomonas	Methylomonas sp039904985
GB_GCA_003451975.1	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Propionicimonas	Propionicimonas sp003451975
GB_GCA_946482465.1	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus sp946482465
GB_GCA_035712425.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	Sphingomicrobium sp035712425
GB_GCA_023266435.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Berkiellales	Berkiellaceae	JAHFQF01	JAHFQF01 sp023266435
GB_GCA_030599055.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	GCA-2747695	GCA-2747695 sp030599055
GB_GCA_938003925.1	Bacteria	Patescibacteriota	Patescibacteriia	Patescibacteriales	UBA12465	GCA-002841655	GCA-002841655 sp938003925
GB_GCA_035249605.1	Bacteria	Actinomycetota	Acidimicrobiia	UBA5794	ZC4RG35	JANQRA01	JANQRA01 sp035249605
GB_GCA_016179165.1	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales	CSP1-6	AR37	AR37 sp016179165
GB_GCA_041659565.1	Bacteria	Patescibacteriota	JAEDAM01	BD1-5	UBA6164	Altimarinus	Altimarinus sp041659565
GB_GCA_031257595.1	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Breznakiellaceae	JAIROH01	JAIROH01 sp031257595
GB_GCA_035508835.1	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Puia	Puia sp035508835
GB_GCA_012270885.1	Bacteria	Actinomycetota	Acidimicrobiia	UBA5794	ZC4RG35	Bin76	Bin76 sp012270885
GB_GCA_025360125.1	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonas	Fimbriimonas sp025360125
GB_GCA_016700375.1	Bacteria	Patescibacteriota	Saccharimonadia	Saccharimonadales	UBA4665	JAGXIT01	JAGXIT01 sp016700375
GB_GCA_017521485.1	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Faecousia	Faecousia sp017521485
GB_GCA_016649835.1	Bacteria	Patescibacteriota	Minisyncoccia	UBA9973	UBA9973	UBA8515	UBA8515 sp016649835
GB_GCA_958446785.1	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp958446785
GB_GCA_030589715.1	Bacteria	Desulfobacterota	DSM-4660	Desulfatiglandales	Desulfatiglandaceae	JABMQV01	JABMQV01 sp030589715
GB_GCA_023663735.1	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	Acetatifactor sp023663735
RS_GCF_003236175.1	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Nemorincola	Nemorincola soli_A
RS_GCF_040081925.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	RCIZ01	RCIZ01 sp040081925
